;actor;subject;observed.crowd;observed.displace;observed.totalCD;random.displace;random.crowd;runID
4584;RGG;BGG;0;1;1;0;1;run029
4585;RGG;RGR;0;1;1;1;0;run029
4586;RGR;BBB;0;9;9;1;8;run029
4587;RGR;BBR;0;1;1;0;1;run029
4588;RGR;BGB;1;8;9;6;3;run029
4589;RGR;BRB;0;3;3;1;2;run029
4590;RGR;BRR;0;3;3;0;3;run029
4591;RGR;GBG;0;1;1;0;1;run029
4592;RGR;GGB;0;3;3;0;3;run029
4593;RGR;GGG;0;2;2;0;2;run029
4594;RGR;GGR;0;8;8;3;5;run029
4595;RGR;GRR;1;7;8;6;2;run029
4596;RGR;RGG;0;6;6;1;5;run029
4597;RRG;BGB;0;1;1;0;1;run029
4598;RRG;BRB;0;1;1;1;0;run029
4599;RRG;GGG;0;1;1;1;0;run029
4600;RRG;GGR;0;1;1;1;0;run029
4601;RRG;GRG;0;1;1;0;1;run029
4602;RRG;GRR;0;3;3;3;0;run029
4603;RRG;RBR;0;4;4;3;1;run029
4604;RRG;RGG;0;1;1;0;1;run029
4605;RRG;RGR;6;37;43;22;21;run029
4606;RRR;BRR;0;1;1;0;1;run029
4607;RRR;GGB;0;1;1;0;1;run029
4608;RRR;GGG;1;5;6;3;3;run029
4609;RRR;GGR;0;2;2;1;1;run029
4610;RRR;GRR;0;1;1;1;0;run029
4611;RRR;RGR;0;1;1;0;1;run029
4612;BBB;GRR;0;1;1;1;0;run030
4613;BBG;BBB;1;9;10;1;9;run030
4614;BBG;BBR;0;2;2;1;1;run030
4615;BBG;BGB;0;1;1;0;1;run030
4616;BBG;BGG;0;1;1;1;0;run030
4617;BBG;BRB;0;2;2;1;1;run030
4618;BBG;BRR;0;1;1;0;1;run030
4619;BBG;GBB;1;1;2;1;1;run030
4620;BBG;GBG;1;6;7;4;3;run030
4621;BBG;GGB;0;18;18;18;0;run030
4622;BBG;GGG;1;29;30;3;27;run030
4623;BBG;GGR;0;2;2;0;2;run030
4624;BBG;GRG;0;1;1;0;1;run030
4625;BBG;GRR;0;3;3;3;0;run030
4626;BBG;RBR;0;2;2;1;1;run030
4627;BBG;RGR;0;2;2;0;2;run030
4628;BBG;RRG;1;2;3;1;2;run030
4629;BBG;RRR;0;1;1;0;1;run030
4630;BGG;BBB;0;1;1;1;0;run030
4631;BGG;BRB;0;1;1;0;1;run030
4632;BGG;GGG;0;1;1;1;0;run030
4633;BGG;RBB;0;1;1;1;0;run030
4634;BGG;RBG;1;0;1;0;1;run030
4635;BRB;BBB;0;1;1;0;1;run030
4636;BRB;GGB;1;0;1;0;1;run030
4637;BRB;GGG;0;2;2;0;2;run030
4638;BRB;RBB;1;0;1;0;1;run030
4639;BRR;BBB;0;1;1;0;1;run030
4640;BRR;BRB;0;1;1;1;0;run030
4641;BRR;GBB;1;0;1;0;1;run030
4642;GBB;BBB;1;16;17;15;2;run030
4643;GBB;BBG;0;2;2;0;2;run030
4644;GBB;BGB;0;1;1;0;1;run030
4645;GBB;BGG;0;3;3;1;2;run030
4646;GBB;BRB;0;9;9;8;1;run030
4647;GBB;BRR;0;2;2;2;0;run030
4648;GBB;GBG;1;1;2;1;1;run030
4649;GBB;GGB;2;59;61;18;43;run030
4650;GBB;GGG;4;95;99;49;50;run030
4651;GBB;GGR;0;1;1;0;1;run030
4652;GBB;GRG;0;1;1;1;0;run030
4653;GBB;GRR;1;8;9;2;7;run030
4654;GBB;RBB;0;2;2;2;0;run030
4655;GBB;RBG;0;1;1;0;1;run030
4656;GBB;RBR;1;1;2;2;0;run030
4657;GBB;RGG;0;2;2;0;2;run030
4658;GBB;RGR;0;1;1;1;0;run030
4659;GBB;RRG;0;3;3;1;2;run030
4660;GBG;BRB;0;1;1;1;0;run030
4661;GBG;BRR;0;3;3;2;1;run030
4662;GBG;GGB;0;1;1;1;0;run030
4663;GBG;GGR;0;3;3;0;3;run030
4664;GBG;RBR;0;1;1;0;1;run030
4665;GBG;RGR;1;1;2;2;0;run030
4666;GBG;RRR;0;1;1;0;1;run030
4667;GGB;BBB;1;8;9;9;0;run030
4668;GGB;BBG;0;1;1;1;0;run030
4669;GGB;BGB;0;1;1;1;0;run030
4670;GGB;BRB;3;5;8;1;7;run030
4671;GGB;BRR;0;1;1;1;0;run030
4672;GGB;GBG;0;2;2;0;2;run030
4673;GGB;GGG;4;37;41;1;40;run030
4674;GGB;GGR;0;9;9;2;7;run030
4675;GGB;GRR;1;4;5;4;1;run030
4676;GGB;RBB;0;2;2;1;1;run030
4677;GGB;RBG;0;2;2;2;0;run030
4678;GGB;RBR;0;2;2;1;1;run030
4679;GGB;RGG;0;1;1;0;1;run030
4680;GGB;RGR;1;2;3;0;3;run030
4681;GGB;RRG;1;3;4;0;4;run030
4682;GGB;RRR;0;3;3;0;3;run030
4683;GGG;BBB;4;22;26;26;0;run030
4684;GGG;BBG;0;2;2;2;0;run030
4685;GGG;BBR;0;3;3;1;2;run030
4686;GGG;BGB;0;2;2;2;0;run030
4687;GGG;BGG;0;3;3;1;2;run030
4688;GGG;BRB;0;3;3;1;2;run030
4689;GGG;BRR;0;3;3;1;2;run030
4690;GGG;GBB;0;1;1;1;0;run030
4691;GGG;GGB;1;3;4;4;0;run030
4692;GGG;GGR;0;21;21;9;12;run030
4693;GGG;GRG;0;2;2;0;2;run030
4694;GGG;GRR;2;15;17;14;3;run030
4695;GGG;RBB;0;1;1;0;1;run030
4696;GGG;RBR;1;4;5;4;1;run030
4697;GGG;RGG;1;7;8;5;3;run030
4698;GGG;RGR;0;3;3;2;1;run030
4699;GGG;RRG;0;2;2;0;2;run030
4700;GGG;RRR;0;1;1;1;0;run030
4701;GGR;BBB;0;1;1;0;1;run030
4702;GGR;BGG;0;2;2;0;2;run030
4703;GGR;BRB;0;1;1;1;0;run030
4704;GRG;BBB;0;3;3;1;2;run030
4705;GRG;BGB;0;3;3;3;0;run030
4706;GRG;BGG;0;1;1;1;0;run030
4707;GRG;BRB;0;5;5;0;5;run030
4708;GRG;BRR;0;1;1;1;0;run030
4709;GRG;GBB;0;3;3;2;1;run030
4710;GRG;GGB;0;14;14;2;12;run030
4711;GRG;GGG;0;10;10;0;10;run030
4712;GRG;GGR;0;2;2;0;2;run030
4713;GRG;GRR;0;1;1;0;1;run030
4714;GRG;RBR;1;2;3;1;2;run030
4715;GRG;RGG;0;2;2;1;1;run030
4716;GRG;RGR;0;1;1;0;1;run030
4717;GRR;BBB;0;3;3;2;1;run030
4718;GRR;BBR;0;2;2;0;2;run030
4719;GRR;BRB;1;8;9;5;4;run030
4720;GRR;BRR;1;6;7;3;4;run030
4721;GRR;GBB;0;1;1;1;0;run030
4722;GRR;GBG;0;1;1;0;1;run030
4723;GRR;GGR;1;9;10;8;2;run030
4724;GRR;RBR;0;1;1;1;0;run030
4725;GRR;RGG;1;3;4;3;1;run030
4726;GRR;RGR;0;1;1;1;0;run030
4727;GRR;RRR;0;1;1;1;0;run030
4728;RBB;BBB;0;1;1;0;1;run030
4729;RBB;GGG;0;3;3;2;1;run030
4730;RBG;GRR;0;1;1;1;0;run030
4731;RBG;RBR;0;1;1;0;1;run030
4732;RBG;RGR;0;1;1;0;1;run030
4733;RBR;BBB;0;3;3;1;2;run030
4734;RBR;BRB;0;1;1;0;1;run030
4735;RBR;BRR;0;2;2;1;1;run030
4736;RBR;GGG;0;1;1;0;1;run030
4737;RBR;GGR;1;2;3;2;1;run030
4738;RBR;GRG;0;1;1;0;1;run030
4739;RBR;GRR;1;15;16;8;8;run030
4740;RBR;RGG;0;4;4;2;2;run030
4741;RBR;RGR;0;1;1;1;0;run030
4742;RBR;RRR;0;3;3;1;2;run030
4743;RGG;BGG;0;1;1;1;0;run030
4744;RGG;RGR;0;1;1;1;0;run030
4745;RGR;BBB;0;9;9;8;1;run030
4746;RGR;BBR;0;1;1;1;0;run030
4747;RGR;BGB;1;8;9;6;3;run030
4748;RGR;BRB;0;3;3;1;2;run030
4749;RGR;BRR;0;3;3;3;0;run030
4750;RGR;GBG;0;1;1;1;0;run030
4751;RGR;GGB;0;3;3;1;2;run030
4752;RGR;GGG;0;2;2;0;2;run030
4753;RGR;GGR;0;8;8;2;6;run030
4754;RGR;GRR;1;7;8;6;2;run030
4755;RGR;RGG;0;6;6;0;6;run030
4756;RRG;BGB;0;1;1;1;0;run030
4757;RRG;BRB;0;1;1;0;1;run030
4758;RRG;GGG;0;1;1;0;1;run030
4759;RRG;GGR;0;1;1;1;0;run030
4760;RRG;GRG;0;1;1;1;0;run030
4761;RRG;GRR;0;3;3;0;3;run030
4762;RRG;RBR;0;4;4;2;2;run030
4763;RRG;RGG;0;1;1;0;1;run030
4764;RRG;RGR;6;37;43;12;31;run030
4765;RRR;BRR;0;1;1;1;0;run030
4766;RRR;GGB;0;1;1;0;1;run030
4767;RRR;GGG;1;5;6;0;6;run030
4768;RRR;GGR;0;2;2;0;2;run030
4769;RRR;GRR;0;1;1;1;0;run030
4770;RRR;RGR;0;1;1;1;0;run030
4771;BBB;GRR;0;1;1;0;1;run031
4772;BBG;BBB;1;9;10;0;10;run031
4773;BBG;BBR;0;2;2;2;0;run031
4774;BBG;BGB;0;1;1;1;0;run031
4775;BBG;BGG;0;1;1;1;0;run031
4776;BBG;BRB;0;2;2;2;0;run031
4777;BBG;BRR;0;1;1;0;1;run031
4778;BBG;GBB;1;1;2;2;0;run031
4779;BBG;GBG;1;6;7;5;2;run031
4780;BBG;GGB;0;18;18;8;10;run031
4781;BBG;GGG;1;29;30;10;20;run031
4782;BBG;GGR;0;2;2;0;2;run031
4783;BBG;GRG;0;1;1;0;1;run031
4784;BBG;GRR;0;3;3;1;2;run031
4785;BBG;RBR;0;2;2;1;1;run031
4786;BBG;RGR;0;2;2;1;1;run031
4787;BBG;RRG;1;2;3;0;3;run031
4788;BBG;RRR;0;1;1;1;0;run031
4789;BGG;BBB;0;1;1;1;0;run031
4790;BGG;BRB;0;1;1;0;1;run031
4791;BGG;GGG;0;1;1;0;1;run031
4792;BGG;RBB;0;1;1;1;0;run031
4793;BGG;RBG;1;0;1;1;0;run031
4794;BRB;BBB;0;1;1;0;1;run031
4795;BRB;GGB;1;0;1;0;1;run031
4796;BRB;GGG;0;2;2;2;0;run031
4797;BRB;RBB;1;0;1;1;0;run031
4798;BRR;BBB;0;1;1;1;0;run031
4799;BRR;BRB;0;1;1;1;0;run031
4800;BRR;GBB;1;0;1;1;0;run031
4801;GBB;BBB;1;16;17;6;11;run031
4802;GBB;BBG;0;2;2;1;1;run031
4803;GBB;BGB;0;1;1;1;0;run031
4804;GBB;BGG;0;3;3;1;2;run031
4805;GBB;BRB;0;9;9;4;5;run031
4806;GBB;BRR;0;2;2;1;1;run031
4807;GBB;GBG;1;1;2;2;0;run031
4808;GBB;GGB;2;59;61;56;5;run031
4809;GBB;GGG;4;95;99;98;1;run031
4810;GBB;GGR;0;1;1;1;0;run031
4811;GBB;GRG;0;1;1;1;0;run031
4812;GBB;GRR;1;8;9;4;5;run031
4813;GBB;RBB;0;2;2;1;1;run031
4814;GBB;RBG;0;1;1;1;0;run031
4815;GBB;RBR;1;1;2;2;0;run031
4816;GBB;RGG;0;2;2;2;0;run031
4817;GBB;RGR;0;1;1;1;0;run031
4818;GBB;RRG;0;3;3;3;0;run031
4819;GBG;BRB;0;1;1;1;0;run031
4820;GBG;BRR;0;3;3;0;3;run031
4821;GBG;GGB;0;1;1;0;1;run031
4822;GBG;GGR;0;3;3;2;1;run031
4823;GBG;RBR;0;1;1;1;0;run031
4824;GBG;RGR;1;1;2;0;2;run031
4825;GBG;RRR;0;1;1;1;0;run031
4826;GGB;BBB;1;8;9;1;8;run031
4827;GGB;BBG;0;1;1;0;1;run031
4828;GGB;BGB;0;1;1;1;0;run031
4829;GGB;BRB;3;5;8;4;4;run031
4830;GGB;BRR;0;1;1;0;1;run031
4831;GGB;GBG;0;2;2;0;2;run031
4832;GGB;GGG;4;37;41;26;15;run031
4833;GGB;GGR;0;9;9;3;6;run031
4834;GGB;GRR;1;4;5;4;1;run031
4835;GGB;RBB;0;2;2;2;0;run031
4836;GGB;RBG;0;2;2;2;0;run031
4837;GGB;RBR;0;2;2;0;2;run031
4838;GGB;RGG;0;1;1;1;0;run031
4839;GGB;RGR;1;2;3;3;0;run031
4840;GGB;RRG;1;3;4;4;0;run031
4841;GGB;RRR;0;3;3;0;3;run031
4842;GGG;BBB;4;22;26;4;22;run031
4843;GGG;BBG;0;2;2;2;0;run031
4844;GGG;BBR;0;3;3;1;2;run031
4845;GGG;BGB;0;2;2;0;2;run031
4846;GGG;BGG;0;3;3;0;3;run031
4847;GGG;BRB;0;3;3;0;3;run031
4848;GGG;BRR;0;3;3;0;3;run031
4849;GGG;GBB;0;1;1;1;0;run031
4850;GGG;GGB;1;3;4;4;0;run031
4851;GGG;GGR;0;21;21;1;20;run031
4852;GGG;GRG;0;2;2;2;0;run031
4853;GGG;GRR;2;15;17;10;7;run031
4854;GGG;RBB;0;1;1;0;1;run031
4855;GGG;RBR;1;4;5;1;4;run031
4856;GGG;RGG;1;7;8;4;4;run031
4857;GGG;RGR;0;3;3;0;3;run031
4858;GGG;RRG;0;2;2;1;1;run031
4859;GGG;RRR;0;1;1;1;0;run031
4860;GGR;BBB;0;1;1;0;1;run031
4861;GGR;BGG;0;2;2;1;1;run031
4862;GGR;BRB;0;1;1;1;0;run031
4863;GRG;BBB;0;3;3;0;3;run031
4864;GRG;BGB;0;3;3;1;2;run031
4865;GRG;BGG;0;1;1;0;1;run031
4866;GRG;BRB;0;5;5;2;3;run031
4867;GRG;BRR;0;1;1;0;1;run031
4868;GRG;GBB;0;3;3;0;3;run031
4869;GRG;GGB;0;14;14;12;2;run031
4870;GRG;GGG;0;10;10;3;7;run031
4871;GRG;GGR;0;2;2;0;2;run031
4872;GRG;GRR;0;1;1;0;1;run031
4873;GRG;RBR;1;2;3;1;2;run031
4874;GRG;RGG;0;2;2;1;1;run031
4875;GRG;RGR;0;1;1;1;0;run031
4876;GRR;BBB;0;3;3;3;0;run031
4877;GRR;BBR;0;2;2;1;1;run031
4878;GRR;BRB;1;8;9;7;2;run031
4879;GRR;BRR;1;6;7;5;2;run031
4880;GRR;GBB;0;1;1;0;1;run031
4881;GRR;GBG;0;1;1;0;1;run031
4882;GRR;GGR;1;9;10;2;8;run031
4883;GRR;RBR;0;1;1;0;1;run031
4884;GRR;RGG;1;3;4;1;3;run031
4885;GRR;RGR;0;1;1;1;0;run031
4886;GRR;RRR;0;1;1;0;1;run031
4887;RBB;BBB;0;1;1;1;0;run031
4888;RBB;GGG;0;3;3;0;3;run031
4889;RBG;GRR;0;1;1;0;1;run031
4890;RBG;RBR;0;1;1;1;0;run031
4891;RBG;RGR;0;1;1;1;0;run031
4892;RBR;BBB;0;3;3;3;0;run031
4893;RBR;BRB;0;1;1;1;0;run031
4894;RBR;BRR;0;2;2;2;0;run031
4895;RBR;GGG;0;1;1;1;0;run031
4896;RBR;GGR;1;2;3;2;1;run031
4897;RBR;GRG;0;1;1;0;1;run031
4898;RBR;GRR;1;15;16;13;3;run031
4899;RBR;RGG;0;4;4;2;2;run031
4900;RBR;RGR;0;1;1;0;1;run031
4901;RBR;RRR;0;3;3;0;3;run031
4902;RGG;BGG;0;1;1;0;1;run031
4903;RGG;RGR;0;1;1;0;1;run031
4904;RGR;BBB;0;9;9;0;9;run031
4905;RGR;BBR;0;1;1;1;0;run031
4906;RGR;BGB;1;8;9;8;1;run031
4907;RGR;BRB;0;3;3;1;2;run031
4908;RGR;BRR;0;3;3;1;2;run031
4909;RGR;GBG;0;1;1;0;1;run031
4910;RGR;GGB;0;3;3;3;0;run031
4911;RGR;GGG;0;2;2;2;0;run031
4912;RGR;GGR;0;8;8;2;6;run031
4913;RGR;GRR;1;7;8;8;0;run031
4914;RGR;RGG;0;6;6;2;4;run031
4915;RRG;BGB;0;1;1;0;1;run031
4916;RRG;BRB;0;1;1;0;1;run031
4917;RRG;GGG;0;1;1;1;0;run031
4918;RRG;GGR;0;1;1;0;1;run031
4919;RRG;GRG;0;1;1;1;0;run031
4920;RRG;GRR;0;3;3;1;2;run031
4921;RRG;RBR;0;4;4;0;4;run031
4922;RRG;RGG;0;1;1;1;0;run031
4923;RRG;RGR;6;37;43;26;17;run031
4924;RRR;BRR;0;1;1;1;0;run031
4925;RRR;GGB;0;1;1;1;0;run031
4926;RRR;GGG;1;5;6;5;1;run031
4927;RRR;GGR;0;2;2;0;2;run031
4928;RRR;GRR;0;1;1;0;1;run031
4929;RRR;RGR;0;1;1;1;0;run031
4930;BBB;GRR;0;1;1;0;1;run032
4931;BBG;BBB;1;9;10;5;5;run032
4932;BBG;BBR;0;2;2;2;0;run032
4933;BBG;BGB;0;1;1;1;0;run032
4934;BBG;BGG;0;1;1;0;1;run032
4935;BBG;BRB;0;2;2;0;2;run032
4936;BBG;BRR;0;1;1;1;0;run032
4937;BBG;GBB;1;1;2;0;2;run032
4938;BBG;GBG;1;6;7;6;1;run032
4939;BBG;GGB;0;18;18;18;0;run032
4940;BBG;GGG;1;29;30;5;25;run032
4941;BBG;GGR;0;2;2;0;2;run032
4942;BBG;GRG;0;1;1;1;0;run032
4943;BBG;GRR;0;3;3;2;1;run032
4944;BBG;RBR;0;2;2;1;1;run032
4945;BBG;RGR;0;2;2;0;2;run032
4946;BBG;RRG;1;2;3;2;1;run032
4947;BBG;RRR;0;1;1;0;1;run032
4948;BGG;BBB;0;1;1;0;1;run032
4949;BGG;BRB;0;1;1;1;0;run032
4950;BGG;GGG;0;1;1;0;1;run032
4951;BGG;RBB;0;1;1;1;0;run032
4952;BGG;RBG;1;0;1;1;0;run032
4953;BRB;BBB;0;1;1;0;1;run032
4954;BRB;GGB;1;0;1;0;1;run032
4955;BRB;GGG;0;2;2;0;2;run032
4956;BRB;RBB;1;0;1;0;1;run032
4957;BRR;BBB;0;1;1;1;0;run032
4958;BRR;BRB;0;1;1;0;1;run032
4959;BRR;GBB;1;0;1;1;0;run032
4960;GBB;BBB;1;16;17;14;3;run032
4961;GBB;BBG;0;2;2;1;1;run032
4962;GBB;BGB;0;1;1;1;0;run032
4963;GBB;BGG;0;3;3;0;3;run032
4964;GBB;BRB;0;9;9;4;5;run032
4965;GBB;BRR;0;2;2;1;1;run032
4966;GBB;GBG;1;1;2;0;2;run032
4967;GBB;GGB;2;59;61;35;26;run032
4968;GBB;GGG;4;95;99;22;77;run032
4969;GBB;GGR;0;1;1;1;0;run032
4970;GBB;GRG;0;1;1;1;0;run032
4971;GBB;GRR;1;8;9;0;9;run032
4972;GBB;RBB;0;2;2;0;2;run032
4973;GBB;RBG;0;1;1;1;0;run032
4974;GBB;RBR;1;1;2;0;2;run032
4975;GBB;RGG;0;2;2;1;1;run032
4976;GBB;RGR;0;1;1;0;1;run032
4977;GBB;RRG;0;3;3;1;2;run032
4978;GBG;BRB;0;1;1;0;1;run032
4979;GBG;BRR;0;3;3;3;0;run032
4980;GBG;GGB;0;1;1;0;1;run032
4981;GBG;GGR;0;3;3;0;3;run032
4982;GBG;RBR;0;1;1;0;1;run032
4983;GBG;RGR;1;1;2;0;2;run032
4984;GBG;RRR;0;1;1;1;0;run032
4985;GGB;BBB;1;8;9;1;8;run032
4986;GGB;BBG;0;1;1;1;0;run032
4987;GGB;BGB;0;1;1;0;1;run032
4988;GGB;BRB;3;5;8;3;5;run032
4989;GGB;BRR;0;1;1;1;0;run032
4990;GGB;GBG;0;2;2;0;2;run032
4991;GGB;GGG;4;37;41;18;23;run032
4992;GGB;GGR;0;9;9;5;4;run032
4993;GGB;GRR;1;4;5;1;4;run032
4994;GGB;RBB;0;2;2;0;2;run032
4995;GGB;RBG;0;2;2;1;1;run032
4996;GGB;RBR;0;2;2;2;0;run032
4997;GGB;RGG;0;1;1;1;0;run032
4998;GGB;RGR;1;2;3;1;2;run032
4999;GGB;RRG;1;3;4;3;1;run032
5000;GGB;RRR;0;3;3;1;2;run032
5001;GGG;BBB;4;22;26;14;12;run032
5002;GGG;BBG;0;2;2;2;0;run032
5003;GGG;BBR;0;3;3;1;2;run032
5004;GGG;BGB;0;2;2;0;2;run032
5005;GGG;BGG;0;3;3;2;1;run032
5006;GGG;BRB;0;3;3;3;0;run032
5007;GGG;BRR;0;3;3;0;3;run032
5008;GGG;GBB;0;1;1;0;1;run032
5009;GGG;GGB;1;3;4;1;3;run032
5010;GGG;GGR;0;21;21;8;13;run032
5011;GGG;GRG;0;2;2;0;2;run032
5012;GGG;GRR;2;15;17;9;8;run032
5013;GGG;RBB;0;1;1;1;0;run032
5014;GGG;RBR;1;4;5;4;1;run032
5015;GGG;RGG;1;7;8;4;4;run032
5016;GGG;RGR;0;3;3;0;3;run032
5017;GGG;RRG;0;2;2;2;0;run032
5018;GGG;RRR;0;1;1;1;0;run032
5019;GGR;BBB;0;1;1;1;0;run032
5020;GGR;BGG;0;2;2;0;2;run032
5021;GGR;BRB;0;1;1;1;0;run032
5022;GRG;BBB;0;3;3;0;3;run032
5023;GRG;BGB;0;3;3;3;0;run032
5024;GRG;BGG;0;1;1;0;1;run032
5025;GRG;BRB;0;5;5;1;4;run032
5026;GRG;BRR;0;1;1;1;0;run032
5027;GRG;GBB;0;3;3;2;1;run032
5028;GRG;GGB;0;14;14;11;3;run032
5029;GRG;GGG;0;10;10;4;6;run032
5030;GRG;GGR;0;2;2;2;0;run032
5031;GRG;GRR;0;1;1;0;1;run032
5032;GRG;RBR;1;2;3;1;2;run032
5033;GRG;RGG;0;2;2;0;2;run032
5034;GRG;RGR;0;1;1;1;0;run032
5035;GRR;BBB;0;3;3;0;3;run032
5036;GRR;BBR;0;2;2;0;2;run032
5037;GRR;BRB;1;8;9;8;1;run032
5038;GRR;BRR;1;6;7;6;1;run032
5039;GRR;GBB;0;1;1;1;0;run032
5040;GRR;GBG;0;1;1;1;0;run032
5041;GRR;GGR;1;9;10;0;10;run032
5042;GRR;RBR;0;1;1;0;1;run032
5043;GRR;RGG;1;3;4;4;0;run032
5044;GRR;RGR;0;1;1;0;1;run032
5045;GRR;RRR;0;1;1;1;0;run032
5046;RBB;BBB;0;1;1;1;0;run032
5047;RBB;GGG;0;3;3;2;1;run032
5048;RBG;GRR;0;1;1;0;1;run032
5049;RBG;RBR;0;1;1;0;1;run032
5050;RBG;RGR;0;1;1;1;0;run032
5051;RBR;BBB;0;3;3;1;2;run032
5052;RBR;BRB;0;1;1;1;0;run032
5053;RBR;BRR;0;2;2;2;0;run032
5054;RBR;GGG;0;1;1;0;1;run032
5055;RBR;GGR;1;2;3;1;2;run032
5056;RBR;GRG;0;1;1;0;1;run032
5057;RBR;GRR;1;15;16;5;11;run032
5058;RBR;RGG;0;4;4;3;1;run032
5059;RBR;RGR;0;1;1;0;1;run032
5060;RBR;RRR;0;3;3;3;0;run032
5061;RGG;BGG;0;1;1;0;1;run032
5062;RGG;RGR;0;1;1;0;1;run032
5063;RGR;BBB;0;9;9;5;4;run032
5064;RGR;BBR;0;1;1;1;0;run032
5065;RGR;BGB;1;8;9;2;7;run032
5066;RGR;BRB;0;3;3;3;0;run032
5067;RGR;BRR;0;3;3;1;2;run032
5068;RGR;GBG;0;1;1;1;0;run032
5069;RGR;GGB;0;3;3;1;2;run032
5070;RGR;GGG;0;2;2;2;0;run032
5071;RGR;GGR;0;8;8;8;0;run032
5072;RGR;GRR;1;7;8;7;1;run032
5073;RGR;RGG;0;6;6;4;2;run032
5074;RRG;BGB;0;1;1;0;1;run032
5075;RRG;BRB;0;1;1;0;1;run032
5076;RRG;GGG;0;1;1;0;1;run032
5077;RRG;GGR;0;1;1;1;0;run032
5078;RRG;GRG;0;1;1;0;1;run032
5079;RRG;GRR;0;3;3;3;0;run032
5080;RRG;RBR;0;4;4;3;1;run032
5081;RRG;RGG;0;1;1;0;1;run032
5082;RRG;RGR;6;37;43;8;35;run032
5083;RRR;BRR;0;1;1;0;1;run032
5084;RRR;GGB;0;1;1;0;1;run032
5085;RRR;GGG;1;5;6;0;6;run032
5086;RRR;GGR;0;2;2;1;1;run032
5087;RRR;GRR;0;1;1;1;0;run032
5088;RRR;RGR;0;1;1;1;0;run032
5089;BBB;GRR;0;1;1;1;0;run033
5090;BBG;BBB;1;9;10;7;3;run033
5091;BBG;BBR;0;2;2;1;1;run033
5092;BBG;BGB;0;1;1;1;0;run033
5093;BBG;BGG;0;1;1;0;1;run033
5094;BBG;BRB;0;2;2;1;1;run033
5095;BBG;BRR;0;1;1;1;0;run033
5096;BBG;GBB;1;1;2;0;2;run033
5097;BBG;GBG;1;6;7;4;3;run033
5098;BBG;GGB;0;18;18;4;14;run033
5099;BBG;GGG;1;29;30;15;15;run033
5100;BBG;GGR;0;2;2;0;2;run033
5101;BBG;GRG;0;1;1;0;1;run033
5102;BBG;GRR;0;3;3;1;2;run033
5103;BBG;RBR;0;2;2;1;1;run033
5104;BBG;RGR;0;2;2;1;1;run033
5105;BBG;RRG;1;2;3;1;2;run033
5106;BBG;RRR;0;1;1;1;0;run033
5107;BGG;BBB;0;1;1;0;1;run033
5108;BGG;BRB;0;1;1;0;1;run033
5109;BGG;GGG;0;1;1;1;0;run033
5110;BGG;RBB;0;1;1;1;0;run033
5111;BGG;RBG;1;0;1;1;0;run033
5112;BRB;BBB;0;1;1;0;1;run033
5113;BRB;GGB;1;0;1;0;1;run033
5114;BRB;GGG;0;2;2;2;0;run033
5115;BRB;RBB;1;0;1;0;1;run033
5116;BRR;BBB;0;1;1;1;0;run033
5117;BRR;BRB;0;1;1;1;0;run033
5118;BRR;GBB;1;0;1;0;1;run033
5119;GBB;BBB;1;16;17;16;1;run033
5120;GBB;BBG;0;2;2;2;0;run033
5121;GBB;BGB;0;1;1;1;0;run033
5122;GBB;BGG;0;3;3;2;1;run033
5123;GBB;BRB;0;9;9;0;9;run033
5124;GBB;BRR;0;2;2;0;2;run033
5125;GBB;GBG;1;1;2;1;1;run033
5126;GBB;GGB;2;59;61;14;47;run033
5127;GBB;GGG;4;95;99;78;21;run033
5128;GBB;GGR;0;1;1;1;0;run033
5129;GBB;GRG;0;1;1;0;1;run033
5130;GBB;GRR;1;8;9;2;7;run033
5131;GBB;RBB;0;2;2;1;1;run033
5132;GBB;RBG;0;1;1;1;0;run033
5133;GBB;RBR;1;1;2;0;2;run033
5134;GBB;RGG;0;2;2;1;1;run033
5135;GBB;RGR;0;1;1;1;0;run033
5136;GBB;RRG;0;3;3;0;3;run033
5137;GBG;BRB;0;1;1;0;1;run033
5138;GBG;BRR;0;3;3;2;1;run033
5139;GBG;GGB;0;1;1;1;0;run033
5140;GBG;GGR;0;3;3;2;1;run033
5141;GBG;RBR;0;1;1;0;1;run033
5142;GBG;RGR;1;1;2;0;2;run033
5143;GBG;RRR;0;1;1;1;0;run033
5144;GGB;BBB;1;8;9;3;6;run033
5145;GGB;BBG;0;1;1;0;1;run033
5146;GGB;BGB;0;1;1;0;1;run033
5147;GGB;BRB;3;5;8;3;5;run033
5148;GGB;BRR;0;1;1;1;0;run033
5149;GGB;GBG;0;2;2;2;0;run033
5150;GGB;GGG;4;37;41;4;37;run033
5151;GGB;GGR;0;9;9;4;5;run033
5152;GGB;GRR;1;4;5;2;3;run033
5153;GGB;RBB;0;2;2;1;1;run033
5154;GGB;RBG;0;2;2;0;2;run033
5155;GGB;RBR;0;2;2;1;1;run033
5156;GGB;RGG;0;1;1;1;0;run033
5157;GGB;RGR;1;2;3;3;0;run033
5158;GGB;RRG;1;3;4;0;4;run033
5159;GGB;RRR;0;3;3;2;1;run033
5160;GGG;BBB;4;22;26;8;18;run033
5161;GGG;BBG;0;2;2;0;2;run033
5162;GGG;BBR;0;3;3;2;1;run033
5163;GGG;BGB;0;2;2;2;0;run033
5164;GGG;BGG;0;3;3;2;1;run033
