"","actor","subject","observed.crowd","observed.displace","observed.totalCD","random.displace","random.crowd","runID"
"1290","GGG","RBB",0,1,1,0,1,"run023"
"1291","GGG","RBR",1,0,1,0,1,"run023"
"1292","GGG","RGG",1,1,2,2,0,"run023"
"1293","GRG","BRB",0,1,1,0,1,"run023"
"1294","GRG","GGB",0,2,2,0,2,"run023"
"1295","GRG","GGG",0,4,4,0,4,"run023"
"1296","GRG","RBR",1,1,2,2,0,"run023"
"1297","GRR","BRB",1,0,1,1,0,"run023"
"1298","GRR","BRR",1,1,2,0,2,"run023"
"1299","GRR","GGR",1,1,2,0,2,"run023"
"1300","GRR","RGG",1,0,1,0,1,"run023"
"1301","RBR","GGR",1,0,1,0,1,"run023"
"1302","RBR","GRR",1,0,1,0,1,"run023"
"1303","RBR","RGG",0,1,1,0,1,"run023"
"1304","RGR","BBB",0,2,2,0,2,"run023"
"1305","RGR","BGB",1,0,1,1,0,"run023"
"1306","RGR","GGR",0,1,1,1,0,"run023"
"1307","RGR","GRR",1,1,2,1,1,"run023"
"1308","RRG","RBR",0,1,1,0,1,"run023"
"1309","RRG","RGR",6,5,11,2,9,"run023"
"1310","RRR","GGG",1,1,2,1,1,"run023"
"1311","RRR","GGR",0,2,2,0,2,"run023"
"1312","BBG","BBB",1,2,3,2,1,"run024"
"1313","BBG","GBB",1,0,1,0,1,"run024"
"1314","BBG","GBG",1,1,2,2,0,"run024"
"1315","BBG","GGB",0,2,2,1,1,"run024"
"1316","BBG","GGG",1,1,2,2,0,"run024"
"1317","BBG","RRG",1,0,1,0,1,"run024"
"1318","BGG","RBG",1,0,1,1,0,"run024"
"1319","BRB","BBB",0,1,1,1,0,"run024"
"1320","BRB","GGB",1,0,1,1,0,"run024"
"1321","BRB","RBB",1,0,1,1,0,"run024"
"1322","BRR","GBB",1,0,1,0,1,"run024"
"1323","GBB","BBB",1,0,1,1,0,"run024"
"1324","GBB","GBG",1,0,1,0,1,"run024"
"1325","GBB","GGB",2,1,3,3,0,"run024"
"1326","GBB","GGG",4,8,12,6,6,"run024"
"1327","GBB","GRR",1,0,1,1,0,"run024"
"1328","GBB","RBB",0,1,1,0,1,"run024"
"1329","GBB","RBR",1,0,1,0,1,"run024"
"1330","GBB","RGG",0,2,2,0,2,"run024"
"1331","GBG","RGR",1,0,1,0,1,"run024"
"1332","GGB","BBB",1,0,1,0,1,"run024"
"1333","GGB","BRB",3,1,4,4,0,"run024"
"1334","GGB","BRR",0,1,1,1,0,"run024"
"1335","GGB","GGG",4,1,5,4,1,"run024"
"1336","GGB","GRR",1,1,2,1,1,"run024"
"1337","GGB","RBG",0,1,1,0,1,"run024"
"1338","GGB","RGR",1,0,1,1,0,"run024"
"1339","GGB","RRG",1,0,1,0,1,"run024"
"1340","GGG","BBB",4,0,4,2,2,"run024"
"1341","GGG","BRB",0,1,1,0,1,"run024"
"1342","GGG","BRR",0,1,1,1,0,"run024"
"1343","GGG","GGB",1,0,1,0,1,"run024"
"1344","GGG","GGR",0,1,1,0,1,"run024"
"1345","GGG","GRG",0,1,1,1,0,"run024"
"1346","GGG","GRR",2,2,4,3,1,"run024"
"1347","GGG","RBB",0,1,1,1,0,"run024"
"1348","GGG","RBR",1,0,1,0,1,"run024"
"1349","GGG","RGG",1,1,2,1,1,"run024"
"1350","GRG","BRB",0,1,1,1,0,"run024"
"1351","GRG","GGB",0,2,2,1,1,"run024"
"1352","GRG","GGG",0,4,4,1,3,"run024"
"1353","GRG","RBR",1,1,2,2,0,"run024"
"1354","GRR","BRB",1,0,1,0,1,"run024"
"1355","GRR","BRR",1,1,2,0,2,"run024"
"1356","GRR","GGR",1,1,2,2,0,"run024"
"1357","GRR","RGG",1,0,1,1,0,"run024"
"1358","RBR","GGR",1,0,1,1,0,"run024"
"1359","RBR","GRR",1,0,1,0,1,"run024"
"1360","RBR","RGG",0,1,1,0,1,"run024"
"1361","RGR","BBB",0,2,2,1,1,"run024"
"1362","RGR","BGB",1,0,1,1,0,"run024"
"1363","RGR","GGR",0,1,1,0,1,"run024"
"1364","RGR","GRR",1,1,2,0,2,"run024"
"1365","RRG","RBR",0,1,1,1,0,"run024"
"1366","RRG","RGR",6,5,11,3,8,"run024"
"1367","RRR","GGG",1,1,2,2,0,"run024"
"1368","RRR","GGR",0,2,2,2,0,"run024"
"1369","BBG","BBB",1,2,3,2,1,"run025"
"1370","BBG","GBB",1,0,1,0,1,"run025"
"1371","BBG","GBG",1,1,2,0,2,"run025"
"1372","BBG","GGB",0,2,2,0,2,"run025"
"1373","BBG","GGG",1,1,2,0,2,"run025"
"1374","BBG","RRG",1,0,1,1,0,"run025"
"1375","BGG","RBG",1,0,1,0,1,"run025"
"1376","BRB","BBB",0,1,1,1,0,"run025"
"1377","BRB","GGB",1,0,1,1,0,"run025"
"1378","BRB","RBB",1,0,1,1,0,"run025"
"1379","BRR","GBB",1,0,1,0,1,"run025"
"1380","GBB","BBB",1,0,1,1,0,"run025"
"1381","GBB","GBG",1,0,1,0,1,"run025"
"1382","GBB","GGB",2,1,3,0,3,"run025"
"1383","GBB","GGG",4,8,12,11,1,"run025"
"1384","GBB","GRR",1,0,1,1,0,"run025"
"1385","GBB","RBB",0,1,1,1,0,"run025"
"1386","GBB","RBR",1,0,1,0,1,"run025"
"1387","GBB","RGG",0,2,2,2,0,"run025"
"1388","GBG","RGR",1,0,1,0,1,"run025"
"1389","GGB","BBB",1,0,1,0,1,"run025"
"1390","GGB","BRB",3,1,4,1,3,"run025"
"1391","GGB","BRR",0,1,1,0,1,"run025"
"1392","GGB","GGG",4,1,5,2,3,"run025"
"1393","GGB","GRR",1,1,2,0,2,"run025"
"1394","GGB","RBG",0,1,1,0,1,"run025"
"1395","GGB","RGR",1,0,1,0,1,"run025"
"1396","GGB","RRG",1,0,1,0,1,"run025"
"1397","GGG","BBB",4,0,4,2,2,"run025"
"1398","GGG","BRB",0,1,1,0,1,"run025"
"1399","GGG","BRR",0,1,1,1,0,"run025"
"1400","GGG","GGB",1,0,1,0,1,"run025"
"1401","GGG","GGR",0,1,1,1,0,"run025"
"1402","GGG","GRG",0,1,1,0,1,"run025"
"1403","GGG","GRR",2,2,4,4,0,"run025"
"1404","GGG","RBB",0,1,1,1,0,"run025"
"1405","GGG","RBR",1,0,1,1,0,"run025"
"1406","GGG","RGG",1,1,2,2,0,"run025"
"1407","GRG","BRB",0,1,1,1,0,"run025"
"1408","GRG","GGB",0,2,2,1,1,"run025"
"1409","GRG","GGG",0,4,4,0,4,"run025"
"1410","GRG","RBR",1,1,2,0,2,"run025"
"1411","GRR","BRB",1,0,1,0,1,"run025"
"1412","GRR","BRR",1,1,2,1,1,"run025"
"1413","GRR","GGR",1,1,2,0,2,"run025"
"1414","GRR","RGG",1,0,1,1,0,"run025"
"1415","RBR","GGR",1,0,1,1,0,"run025"
"1416","RBR","GRR",1,0,1,1,0,"run025"
"1417","RBR","RGG",0,1,1,0,1,"run025"
"1418","RGR","BBB",0,2,2,1,1,"run025"
"1419","RGR","BGB",1,0,1,0,1,"run025"
"1420","RGR","GGR",0,1,1,1,0,"run025"
"1421","RGR","GRR",1,1,2,2,0,"run025"
"1422","RRG","RBR",0,1,1,1,0,"run025"
"1423","RRG","RGR",6,5,11,11,0,"run025"
"1424","RRR","GGG",1,1,2,2,0,"run025"
"1425","RRR","GGR",0,2,2,2,0,"run025"
"1426","BBG","BBB",1,2,3,3,0,"run026"
"1427","BBG","GBB",1,0,1,1,0,"run026"
"1428","BBG","GBG",1,1,2,2,0,"run026"
"1429","BBG","GGB",0,2,2,2,0,"run026"
"1430","BBG","GGG",1,1,2,2,0,"run026"
"1431","BBG","RRG",1,0,1,0,1,"run026"
"1432","BGG","RBG",1,0,1,0,1,"run026"
"1433","BRB","BBB",0,1,1,1,0,"run026"
"1434","BRB","GGB",1,0,1,1,0,"run026"
"1435","BRB","RBB",1,0,1,1,0,"run026"
"1436","BRR","GBB",1,0,1,1,0,"run026"
"1437","GBB","BBB",1,0,1,1,0,"run026"
"1438","GBB","GBG",1,0,1,1,0,"run026"
"1439","GBB","GGB",2,1,3,1,2,"run026"
"1440","GBB","GGG",4,8,12,12,0,"run026"
"1441","GBB","GRR",1,0,1,0,1,"run026"
"1442","GBB","RBB",0,1,1,1,0,"run026"
"1443","GBB","RBR",1,0,1,1,0,"run026"
"1444","GBB","RGG",0,2,2,2,0,"run026"
"1445","GBG","RGR",1,0,1,1,0,"run026"
"1446","GGB","BBB",1,0,1,0,1,"run026"
"1447","GGB","BRB",3,1,4,4,0,"run026"
"1448","GGB","BRR",0,1,1,0,1,"run026"
"1449","GGB","GGG",4,1,5,3,2,"run026"
"1450","GGB","GRR",1,1,2,2,0,"run026"
"1451","GGB","RBG",0,1,1,1,0,"run026"
"1452","GGB","RGR",1,0,1,0,1,"run026"
"1453","GGB","RRG",1,0,1,0,1,"run026"
"1454","GGG","BBB",4,0,4,0,4,"run026"
"1455","GGG","BRB",0,1,1,0,1,"run026"
"1456","GGG","BRR",0,1,1,0,1,"run026"
"1457","GGG","GGB",1,0,1,0,1,"run026"
"1458","GGG","GGR",0,1,1,0,1,"run026"
"1459","GGG","GRG",0,1,1,1,0,"run026"
"1460","GGG","GRR",2,2,4,1,3,"run026"
"1461","GGG","RBB",0,1,1,0,1,"run026"
"1462","GGG","RBR",1,0,1,1,0,"run026"
"1463","GGG","RGG",1,1,2,1,1,"run026"
"1464","GRG","BRB",0,1,1,0,1,"run026"
"1465","GRG","GGB",0,2,2,0,2,"run026"
"1466","GRG","GGG",0,4,4,1,3,"run026"
"1467","GRG","RBR",1,1,2,2,0,"run026"
"1468","GRR","BRB",1,0,1,1,0,"run026"
"1469","GRR","BRR",1,1,2,1,1,"run026"
"1470","GRR","GGR",1,1,2,2,0,"run026"
"1471","GRR","RGG",1,0,1,0,1,"run026"
"1472","RBR","GGR",1,0,1,0,1,"run026"
"1473","RBR","GRR",1,0,1,0,1,"run026"
"1474","RBR","RGG",0,1,1,0,1,"run026"
"1475","RGR","BBB",0,2,2,1,1,"run026"
"1476","RGR","BGB",1,0,1,1,0,"run026"
"1477","RGR","GGR",0,1,1,0,1,"run026"
"1478","RGR","GRR",1,1,2,0,2,"run026"
"1479","RRG","RBR",0,1,1,0,1,"run026"
"1480","RRG","RGR",6,5,11,11,0,"run026"
"1481","RRR","GGG",1,1,2,2,0,"run026"
"1482","RRR","GGR",0,2,2,2,0,"run026"
"1483","BBG","BBB",1,2,3,0,3,"run027"
"1484","BBG","GBB",1,0,1,1,0,"run027"
"1485","BBG","GBG",1,1,2,1,1,"run027"
"1486","BBG","GGB",0,2,2,0,2,"run027"
"1487","BBG","GGG",1,1,2,2,0,"run027"
"1488","BBG","RRG",1,0,1,1,0,"run027"
"1489","BGG","RBG",1,0,1,0,1,"run027"
"1490","BRB","BBB",0,1,1,0,1,"run027"
"1491","BRB","GGB",1,0,1,0,1,"run027"
"1492","BRB","RBB",1,0,1,0,1,"run027"
"1493","BRR","GBB",1,0,1,0,1,"run027"
"1494","GBB","BBB",1,0,1,0,1,"run027"
"1495","GBB","GBG",1,0,1,0,1,"run027"
"1496","GBB","GGB",2,1,3,2,1,"run027"
"1497","GBB","GGG",4,8,12,10,2,"run027"
"1498","GBB","GRR",1,0,1,1,0,"run027"
"1499","GBB","RBB",0,1,1,1,0,"run027"
"1500","GBB","RBR",1,0,1,0,1,"run027"
"1501","GBB","RGG",0,2,2,0,2,"run027"
"1502","GBG","RGR",1,0,1,1,0,"run027"
"1503","GGB","BBB",1,0,1,0,1,"run027"
"1504","GGB","BRB",3,1,4,3,1,"run027"
"1505","GGB","BRR",0,1,1,0,1,"run027"
"1506","GGB","GGG",4,1,5,2,3,"run027"
"1507","GGB","GRR",1,1,2,0,2,"run027"
"1508","GGB","RBG",0,1,1,1,0,"run027"
"1509","GGB","RGR",1,0,1,0,1,"run027"
"1510","GGB","RRG",1,0,1,0,1,"run027"
"1511","GGG","BBB",4,0,4,0,4,"run027"
"1512","GGG","BRB",0,1,1,0,1,"run027"
"1513","GGG","BRR",0,1,1,1,0,"run027"
"1514","GGG","GGB",1,0,1,1,0,"run027"
"1515","GGG","GGR",0,1,1,0,1,"run027"
"1516","GGG","GRG",0,1,1,0,1,"run027"
"1517","GGG","GRR",2,2,4,0,4,"run027"
"1518","GGG","RBB",0,1,1,1,0,"run027"
"1519","GGG","RBR",1,0,1,1,0,"run027"
"1520","GGG","RGG",1,1,2,2,0,"run027"
"1521","GRG","BRB",0,1,1,1,0,"run027"
"1522","GRG","GGB",0,2,2,0,2,"run027"
"1523","GRG","GGG",0,4,4,1,3,"run027"
"1524","GRG","RBR",1,1,2,1,1,"run027"
"1525","GRR","BRB",1,0,1,0,1,"run027"
"1526","GRR","BRR",1,1,2,0,2,"run027"
"1527","GRR","GGR",1,1,2,0,2,"run027"
"1528","GRR","RGG",1,0,1,1,0,"run027"
"1529","RBR","GGR",1,0,1,0,1,"run027"
"1530","RBR","GRR",1,0,1,1,0,"run027"
"1531","RBR","RGG",0,1,1,0,1,"run027"
"1532","RGR","BBB",0,2,2,0,2,"run027"
"1533","RGR","BGB",1,0,1,1,0,"run027"
"1534","RGR","GGR",0,1,1,1,0,"run027"
"1535","RGR","GRR",1,1,2,1,1,"run027"
"1536","RRG","RBR",0,1,1,0,1,"run027"
"1537","RRG","RGR",6,5,11,2,9,"run027"
"1538","RRR","GGG",1,1,2,0,2,"run027"
"1539","RRR","GGR",0,2,2,2,0,"run027"
"1540","BBG","BBB",1,2,3,0,3,"run028"
"1541","BBG","GBB",1,0,1,1,0,"run028"
"1542","BBG","GBG",1,1,2,0,2,"run028"
"1543","BBG","GGB",0,2,2,0,2,"run028"
"1544","BBG","GGG",1,1,2,0,2,"run028"
"1545","BBG","RRG",1,0,1,1,0,"run028"
"1546","BGG","RBG",1,0,1,1,0,"run028"
"1547","BRB","BBB",0,1,1,0,1,"run028"
"1548","BRB","GGB",1,0,1,0,1,"run028"
"1549","BRB","RBB",1,0,1,0,1,"run028"
"1550","BRR","GBB",1,0,1,0,1,"run028"
"1551","GBB","BBB",1,0,1,0,1,"run028"
"1552","GBB","GBG",1,0,1,1,0,"run028"
"1553","GBB","GGB",2,1,3,0,3,"run028"
"1554","GBB","GGG",4,8,12,10,2,"run028"
"1555","GBB","GRR",1,0,1,1,0,"run028"
"1556","GBB","RBB",0,1,1,1,0,"run028"
"1557","GBB","RBR",1,0,1,1,0,"run028"
"1558","GBB","RGG",0,2,2,0,2,"run028"
"1559","GBG","RGR",1,0,1,0,1,"run028"
"1560","GGB","BBB",1,0,1,0,1,"run028"
"1561","GGB","BRB",3,1,4,2,2,"run028"
"1562","GGB","BRR",0,1,1,1,0,"run028"
"1563","GGB","GGG",4,1,5,0,5,"run028"
"1564","GGB","GRR",1,1,2,2,0,"run028"
"1565","GGB","RBG",0,1,1,0,1,"run028"
"1566","GGB","RGR",1,0,1,0,1,"run028"
"1567","GGB","RRG",1,0,1,0,1,"run028"
"1568","GGG","BBB",4,0,4,2,2,"run028"
"1569","GGG","BRB",0,1,1,1,0,"run028"
"1570","GGG","BRR",0,1,1,0,1,"run028"
"1571","GGG","GGB",1,0,1,1,0,"run028"
"1572","GGG","GGR",0,1,1,1,0,"run028"
"1573","GGG","GRG",0,1,1,0,1,"run028"
"1574","GGG","GRR",2,2,4,1,3,"run028"
"1575","GGG","RBB",0,1,1,1,0,"run028"
"1576","GGG","RBR",1,0,1,1,0,"run028"
"1577","GGG","RGG",1,1,2,1,1,"run028"
"1578","GRG","BRB",0,1,1,0,1,"run028"
"1579","GRG","GGB",0,2,2,2,0,"run028"
"1580","GRG","GGG",0,4,4,1,3,"run028"
"1581","GRG","RBR",1,1,2,1,1,"run028"
"1582","GRR","BRB",1,0,1,1,0,"run028"
"1583","GRR","BRR",1,1,2,0,2,"run028"
"1584","GRR","GGR",1,1,2,2,0,"run028"
"1585","GRR","RGG",1,0,1,1,0,"run028"
"1586","RBR","GGR",1,0,1,0,1,"run028"
"1587","RBR","GRR",1,0,1,0,1,"run028"
"1588","RBR","RGG",0,1,1,1,0,"run028"
"1589","RGR","BBB",0,2,2,0,2,"run028"
"1590","RGR","BGB",1,0,1,0,1,"run028"
"1591","RGR","GGR",0,1,1,0,1,"run028"
"1592","RGR","GRR",1,1,2,2,0,"run028"
"1593","RRG","RBR",0,1,1,1,0,"run028"
"1594","RRG","RGR",6,5,11,7,4,"run028"
"1595","RRR","GGG",1,1,2,1,1,"run028"
"1596","RRR","GGR",0,2,2,0,2,"run028"
"1597","BBG","BBB",1,2,3,0,3,"run029"
"1598","BBG","GBB",1,0,1,1,0,"run029"
"1599","BBG","GBG",1,1,2,0,2,"run029"
"1600","BBG","GGB",0,2,2,1,1,"run029"
"1601","BBG","GGG",1,1,2,1,1,"run029"
"1602","BBG","RRG",1,0,1,0,1,"run029"
"1603","BGG","RBG",1,0,1,0,1,"run029"
"1604","BRB","BBB",0,1,1,0,1,"run029"
"1605","BRB","GGB",1,0,1,1,0,"run029"
"1606","BRB","RBB",1,0,1,1,0,"run029"
"1607","BRR","GBB",1,0,1,1,0,"run029"
"1608","GBB","BBB",1,0,1,1,0,"run029"
"1609","GBB","GBG",1,0,1,0,1,"run029"
"1610","GBB","GGB",2,1,3,3,0,"run029"
"1611","GBB","GGG",4,8,12,9,3,"run029"
"1612","GBB","GRR",1,0,1,1,0,"run029"
"1613","GBB","RBB",0,1,1,1,0,"run029"
"1614","GBB","RBR",1,0,1,1,0,"run029"
"1615","GBB","RGG",0,2,2,1,1,"run029"
"1616","GBG","RGR",1,0,1,1,0,"run029"
"1617","GGB","BBB",1,0,1,1,0,"run029"
"1618","GGB","BRB",3,1,4,0,4,"run029"
"1619","GGB","BRR",0,1,1,1,0,"run029"
"1620","GGB","GGG",4,1,5,2,3,"run029"
"1621","GGB","GRR",1,1,2,2,0,"run029"
"1622","GGB","RBG",0,1,1,0,1,"run029"
"1623","GGB","RGR",1,0,1,0,1,"run029"
"1624","GGB","RRG",1,0,1,1,0,"run029"
"1625","GGG","BBB",4,0,4,1,3,"run029"
"1626","GGG","BRB",0,1,1,0,1,"run029"
"1627","GGG","BRR",0,1,1,0,1,"run029"
"1628","GGG","GGB",1,0,1,0,1,"run029"
"1629","GGG","GGR",0,1,1,1,0,"run029"
"1630","GGG","GRG",0,1,1,0,1,"run029"
"1631","GGG","GRR",2,2,4,0,4,"run029"
"1632","GGG","RBB",0,1,1,0,1,"run029"
"1633","GGG","RBR",1,0,1,0,1,"run029"
"1634","GGG","RGG",1,1,2,2,0,"run029"
"1635","GRG","BRB",0,1,1,0,1,"run029"
"1636","GRG","GGB",0,2,2,0,2,"run029"
"1637","GRG","GGG",0,4,4,4,0,"run029"
"1638","GRG","RBR",1,1,2,2,0,"run029"
"1639","GRR","BRB",1,0,1,1,0,"run029"
"1640","GRR","BRR",1,1,2,2,0,"run029"
"1641","GRR","GGR",1,1,2,0,2,"run029"
"1642","GRR","RGG",1,0,1,0,1,"run029"
"1643","RBR","GGR",1,0,1,1,0,"run029"
"1644","RBR","GRR",1,0,1,1,0,"run029"
"1645","RBR","RGG",0,1,1,1,0,"run029"
"1646","RGR","BBB",0,2,2,0,2,"run029"
"1647","RGR","BGB",1,0,1,0,1,"run029"
"1648","RGR","GGR",0,1,1,1,0,"run029"
"1649","RGR","GRR",1,1,2,1,1,"run029"
"1650","RRG","RBR",0,1,1,1,0,"run029"
"1651","RRG","RGR",6,5,11,11,0,"run029"
"1652","RRR","GGG",1,1,2,0,2,"run029"
"1653","RRR","GGR",0,2,2,1,1,"run029"
"1654","BBG","BBB",1,2,3,1,2,"run030"
"1655","BBG","GBB",1,0,1,0,1,"run030"
"1656","BBG","GBG",1,1,2,1,1,"run030"
"1657","BBG","GGB",0,2,2,1,1,"run030"
"1658","BBG","GGG",1,1,2,0,2,"run030"
"1659","BBG","RRG",1,0,1,1,0,"run030"
"1660","BGG","RBG",1,0,1,1,0,"run030"
"1661","BRB","BBB",0,1,1,0,1,"run030"
"1662","BRB","GGB",1,0,1,1,0,"run030"
"1663","BRB","RBB",1,0,1,0,1,"run030"
"1664","BRR","GBB",1,0,1,1,0,"run030"
"1665","GBB","BBB",1,0,1,0,1,"run030"
"1666","GBB","GBG",1,0,1,1,0,"run030"
"1667","GBB","GGB",2,1,3,3,0,"run030"
"1668","GBB","GGG",4,8,12,0,12,"run030"
"1669","GBB","GRR",1,0,1,0,1,"run030"
"1670","GBB","RBB",0,1,1,1,0,"run030"
"1671","GBB","RBR",1,0,1,1,0,"run030"
"1672","GBB","RGG",0,2,2,0,2,"run030"
"1673","GBG","RGR",1,0,1,1,0,"run030"
"1674","GGB","BBB",1,0,1,0,1,"run030"
"1675","GGB","BRB",3,1,4,0,4,"run030"
"1676","GGB","BRR",0,1,1,1,0,"run030"
"1677","GGB","GGG",4,1,5,3,2,"run030"
"1678","GGB","GRR",1,1,2,2,0,"run030"
"1679","GGB","RBG",0,1,1,0,1,"run030"
"1680","GGB","RGR",1,0,1,0,1,"run030"
"1681","GGB","RRG",1,0,1,0,1,"run030"
"1682","GGG","BBB",4,0,4,0,4,"run030"
"1683","GGG","BRB",0,1,1,0,1,"run030"
"1684","GGG","BRR",0,1,1,1,0,"run030"
"1685","GGG","GGB",1,0,1,0,1,"run030"
"1686","GGG","GGR",0,1,1,1,0,"run030"
"1687","GGG","GRG",0,1,1,0,1,"run030"
"1688","GGG","GRR",2,2,4,4,0,"run030"
"1689","GGG","RBB",0,1,1,1,0,"run030"
"1690","GGG","RBR",1,0,1,0,1,"run030"
"1691","GGG","RGG",1,1,2,0,2,"run030"
"1692","GRG","BRB",0,1,1,1,0,"run030"
"1693","GRG","GGB",0,2,2,2,0,"run030"
"1694","GRG","GGG",0,4,4,1,3,"run030"
"1695","GRG","RBR",1,1,2,2,0,"run030"
"1696","GRR","BRB",1,0,1,1,0,"run030"
"1697","GRR","BRR",1,1,2,0,2,"run030"
"1698","GRR","GGR",1,1,2,1,1,"run030"
"1699","GRR","RGG",1,0,1,0,1,"run030"
"1700","RBR","GGR",1,0,1,0,1,"run030"
"1701","RBR","GRR",1,0,1,0,1,"run030"
"1702","RBR","RGG",0,1,1,1,0,"run030"
"1703","RGR","BBB",0,2,2,2,0,"run030"
"1704","RGR","BGB",1,0,1,0,1,"run030"
"1705","RGR","GGR",0,1,1,1,0,"run030"
"1706","RGR","GRR",1,1,2,1,1,"run030"
"1707","RRG","RBR",0,1,1,1,0,"run030"
"1708","RRG","RGR",6,5,11,10,1,"run030"
"1709","RRR","GGG",1,1,2,0,2,"run030"
"1710","RRR","GGR",0,2,2,2,0,"run030"
"1711","BBG","BBB",1,2,3,0,3,"run031"
"1712","BBG","GBB",1,0,1,0,1,"run031"
"1713","BBG","GBG",1,1,2,2,0,"run031"
"1714","BBG","GGB",0,2,2,1,1,"run031"
"1715","BBG","GGG",1,1,2,2,0,"run031"
"1716","BBG","RRG",1,0,1,0,1,"run031"
"1717","BGG","RBG",1,0,1,0,1,"run031"
"1718","BRB","BBB",0,1,1,1,0,"run031"
"1719","BRB","GGB",1,0,1,0,1,"run031"
"1720","BRB","RBB",1,0,1,0,1,"run031"
"1721","BRR","GBB",1,0,1,0,1,"run031"
"1722","GBB","BBB",1,0,1,0,1,"run031"
"1723","GBB","GBG",1,0,1,1,0,"run031"
"1724","GBB","GGB",2,1,3,1,2,"run031"
"1725","GBB","GGG",4,8,12,11,1,"run031"
"1726","GBB","GRR",1,0,1,1,0,"run031"
"1727","GBB","RBB",0,1,1,1,0,"run031"
"1728","GBB","RBR",1,0,1,0,1,"run031"
"1729","GBB","RGG",0,2,2,1,1,"run031"
"1730","GBG","RGR",1,0,1,1,0,"run031"
"1731","GGB","BBB",1,0,1,0,1,"run031"
"1732","GGB","BRB",3,1,4,0,4,"run031"
"1733","GGB","BRR",0,1,1,1,0,"run031"
"1734","GGB","GGG",4,1,5,3,2,"run031"
"1735","GGB","GRR",1,1,2,0,2,"run031"
"1736","GGB","RBG",0,1,1,0,1,"run031"
"1737","GGB","RGR",1,0,1,0,1,"run031"
"1738","GGB","RRG",1,0,1,1,0,"run031"
"1739","GGG","BBB",4,0,4,1,3,"run031"
"1740","GGG","BRB",0,1,1,1,0,"run031"
"1741","GGG","BRR",0,1,1,1,0,"run031"
"1742","GGG","GGB",1,0,1,1,0,"run031"
"1743","GGG","GGR",0,1,1,0,1,"run031"
"1744","GGG","GRG",0,1,1,0,1,"run031"
"1745","GGG","GRR",2,2,4,3,1,"run031"
"1746","GGG","RBB",0,1,1,1,0,"run031"
"1747","GGG","RBR",1,0,1,1,0,"run031"
"1748","GGG","RGG",1,1,2,1,1,"run031"
"1749","GRG","BRB",0,1,1,0,1,"run031"
"1750","GRG","GGB",0,2,2,1,1,"run031"
"1751","GRG","GGG",0,4,4,0,4,"run031"
"1752","GRG","RBR",1,1,2,2,0,"run031"
"1753","GRR","BRB",1,0,1,1,0,"run031"
"1754","GRR","BRR",1,1,2,0,2,"run031"
"1755","GRR","GGR",1,1,2,1,1,"run031"
"1756","GRR","RGG",1,0,1,1,0,"run031"
"1757","RBR","GGR",1,0,1,1,0,"run031"
"1758","RBR","GRR",1,0,1,0,1,"run031"
"1759","RBR","RGG",0,1,1,0,1,"run031"
"1760","RGR","BBB",0,2,2,1,1,"run031"
"1761","RGR","BGB",1,0,1,1,0,"run031"
"1762","RGR","GGR",0,1,1,1,0,"run031"
"1763","RGR","GRR",1,1,2,0,2,"run031"
"1764","RRG","RBR",0,1,1,0,1,"run031"
"1765","RRG","RGR",6,5,11,6,5,"run031"
"1766","RRR","GGG",1,1,2,0,2,"run031"
"1767","RRR","GGR",0,2,2,1,1,"run031"
"1768","BBG","BBB",1,2,3,2,1,"run032"
"1769","BBG","GBB",1,0,1,1,0,"run032"
"1770","BBG","GBG",1,1,2,2,0,"run032"
"1771","BBG","GGB",0,2,2,0,2,"run032"
"1772","BBG","GGG",1,1,2,0,2,"run032"
"1773","BBG","RRG",1,0,1,1,0,"run032"
"1774","BGG","RBG",1,0,1,0,1,"run032"
"1775","BRB","BBB",0,1,1,0,1,"run032"
"1776","BRB","GGB",1,0,1,0,1,"run032"
"1777","BRB","RBB",1,0,1,0,1,"run032"
"1778","BRR","GBB",1,0,1,1,0,"run032"
"1779","GBB","BBB",1,0,1,0,1,"run032"
"1780","GBB","GBG",1,0,1,1,0,"run032"
"1781","GBB","GGB",2,1,3,2,1,"run032"
"1782","GBB","GGG",4,8,12,1,11,"run032"
"1783","GBB","GRR",1,0,1,0,1,"run032"
"1784","GBB","RBB",0,1,1,0,1,"run032"
"1785","GBB","RBR",1,0,1,0,1,"run032"
"1786","GBB","RGG",0,2,2,0,2,"run032"
"1787","GBG","RGR",1,0,1,1,0,"run032"
"1788","GGB","BBB",1,0,1,0,1,"run032"
"1789","GGB","BRB",3,1,4,3,1,"run032"
"1790","GGB","BRR",0,1,1,1,0,"run032"
"1791","GGB","GGG",4,1,5,4,1,"run032"
"1792","GGB","GRR",1,1,2,2,0,"run032"
"1793","GGB","RBG",0,1,1,1,0,"run032"
"1794","GGB","RGR",1,0,1,0,1,"run032"
"1795","GGB","RRG",1,0,1,0,1,"run032"
"1796","GGG","BBB",4,0,4,1,3,"run032"
"1797","GGG","BRB",0,1,1,0,1,"run032"
"1798","GGG","BRR",0,1,1,1,0,"run032"
"1799","GGG","GGB",1,0,1,0,1,"run032"
"1800","GGG","GGR",0,1,1,1,0,"run032"
"1801","GGG","GRG",0,1,1,1,0,"run032"
"1802","GGG","GRR",2,2,4,4,0,"run032"
"1803","GGG","RBB",0,1,1,0,1,"run032"
"1804","GGG","RBR",1,0,1,1,0,"run032"
"1805","GGG","RGG",1,1,2,1,1,"run032"
